data,data_more_info,nome,genero,endereco-arrumado,lat,long,tombado,link,iphan,fonte,tipo,materia,condeph,conpres,autor,endereco-original
1910,1910,Giuseppe Garibaldi,homem,Parque da Luz,-23.53452,-46.6356,N,não consta,não consta,DPH/SMC,Herma,bronze e granito,não consta,não consta,"GALLORI, Emilio",Parque da Luz
1920,1920,Homenagem da Colônia Portuguesa,não figurativo,Parque da Luz,-23.53452,-46.6356,N,não consta,não consta,DPH/SMC,Marco,granito e bronze,não consta,não consta,desconhecido,Parque da Luz
1981,1981,Jardim da Luz,não figurativo,Parque da Luz,-23.53452,-46.6356,N,não consta,não consta,DPH/SMC,Placa,mármore e alvenaria,não consta,não consta,desconhecido,Parque da Luz
1911,Entre 1911 - 1913,O Menino e O Peixe,homem,Parque da Luz,-23.53452,-46.6356,N,não consta,não consta,DPH/SMC,Estátua,mármore,não consta,não consta,GIORGIO FILHO G.,Parque da Luz
1978,,70 Anos da Imigraçăo Japonesa,não figurativo,Parque do Carmo,-23.5606,-46.46035,N,não consta,não consta,DPH/SMC,Marco,granito,não consta,não consta,desconhecido,Parque do Carmo
1995,1995,Centenário da Amizade Brasil - Japăo (1895 - 1995),não figurativo,Parque do Carmo,-23.5606,-46.46035,N,não consta,não consta,DPH/SMC,Marco,granito,não consta,não consta,desconhecido,Parque do Carmo (próximo ao portăo 3)
2008,2008,Sonho e Gratidăo - Monumento em Homenagem ao Centenário da Imigraçăo Japonesa no Brasil,não figurativo,Parque do Carmo,-23.5606,-46.46035,N,não consta,não consta,DPH/SMC,Escultura Abstrata,granito Red Dragon (Ceará) e Inada (Japăo),não consta,não consta,"KINUTANI, Kota",Parque do Carmo
2008,2008,Homem na Chuva,homem,Parque do Povo,-23.58765,-46.68833,N,não consta,não consta,DPH/SMC,Estátua,bronze,não consta,não consta,"MOTTA, Christina",Parque do Povo
2006,2006,O Quadrupede,não figurativo,Parque do Povo,-23.58765,-46.68833,N,não consta,não consta,DPH/SMC,Escultura,granito e bronze,não consta,não consta,"RAISS, Florian",Parque do Povo
2014,25/04/2014,Jano Jovem Jano Senior,homem,Parque Esportivo dos Trabalhadores,-23.55536,-46.54943,N,não consta,não consta,DPH/SMC,Escultura Figurativa,bronze,não consta,não consta,"ROCHA, Valdir",Parque Esportivo dos Trabalhadores
1970,197-,A Caçadora,mulher,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Grupo escultórico,Granito e bronze,não consta,não consta,"COLUCCINI, Lélio",Parque Ibirapuera
1981,,Almirante Joaquim Marques de Lisboa - Marquês de Tamandaré,homem,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"MORRONE, Luiz JUAN Casio Godińo",Parque Ibirapuera
1963,1963,Căo Pastor Alemăo,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Estátua,bronze e pedra mineira,não consta,não consta,FUNDIÇĂO REBELATTO,Parque Ibirapuera
1989,1989,Chico Mendes,homem,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Cabeça,bronze ferro pintado e argamassa,não consta,não consta,"RIBEIRO, Heloísa Quintanilha",Parque Ibirapuera
1954,1954,Comissăo do IV Centenário,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Placa,granito,não consta,não consta,desconhecido,Parque Ibirapuera
1954,1954,Encouraçado Săo Paulo,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Marco,bronze ferro galvanizado e concreto,não consta,não consta,desconhecido,Parque Ibirapuera
1988,1988,Fonte Ornamental,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Placa,bronze e cimento,não consta,não consta,"SEVERO, Vera Maria Aranha (Arquiteta)",Parque Ibirapuera
1972,1972,Heliponto Municipal Demoiselle,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Marco,alvenaria de tijolos bronze e azulejos,não consta,não consta,desconhecido,Parque Ibirapuera
1955,1955,Homenagem ao Cafeeiro,homem,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Escultura Figurativa,bronze e granito,não consta,não consta,"ZERI, Francisco",Parque Ibirapuera
1993,1993,Homenagem de Săo Paulo Aos Veteranos da Força Aérea Brasileira,homem,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,ANDRIOLI R.,Parque Ibirapuera
1972,1972,Ibrahim Nobre - O Tribuno,homem,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Estátua,bronze e granito,não consta,não consta,"MORRONE, Luiz",Parque Ibirapuera
1900,19--,Laocoonte,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Grupo escultórico,bronze e argamassa,não consta,não consta,desconhecido,Parque Ibirapuera
1960,196-,Leăo,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Estátua,mármore,não consta,não consta,desconhecido,Parque Ibirapuera (próximo a Administraçăo do parque)
1954,1954,M,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Escultura Figurativa,concreto,não consta,não consta,desconhecido,Parque Ibirapuera
1994,1994,Mais Ibirapuera Pra Você,não figurativo,Parque Ibirapuera,-23.58683,-46.65853,N,não consta,não consta,DPH/SMC,Marco,concreto e aço,não consta,não consta,desconhecido,Parque Ibirapuera (próximo a antiga serraria)
